,name,company,year,Price,kms_driven,fuel_type
3151,Yeti Plus,Skoda,2020,1817377,143447,LPG
3152,Terrano XL,Nissan,2022,1972028,130813,LPG
3153,City VX,Honda,2011,678365,120191,Petrol
3154,Ikon 1.3,Ford,2002,315115,142485,LPG
3155,Jazz V,Honda,2001,427280,91527,CNG
3156,A6 2.0 TDI,Audi,2005,455188,62683,Diesel
3157,Fiesta EXI,Ford,2007,242487,4674,Petrol
3158,Santro Xing,Hyundai,2016,1512873,116653,LPG
3159,Fortuner 3.0,Toyota,2005,362863,77378,CNG
3160,Suzuki Vitara Brezza,Maruti,2005,900792,50992,LPG
3161,S Class S350,Mercedes,2015,388686,5149,Diesel
3162,Octavia Classic,Skoda,2006,246780,127333,LPG
3163,Captur RXL,Renault,2014,971726,103244,Diesel
3164,X5 xDrive,BMW,2006,400356,66077,CNG
3165,Fortuner 3.0,Toyota,2014,805248,85984,LPG
3167,Nexon XZ,Tata,2021,2226310,117168,Diesel
3168,Vento 1.5,Volkswagen,2009,653141,77828,CNG
3169,Grand i10,Hyundai,2019,1339337,88598,Petrol
3170,Indica V2,Tata,2020,1744845,73662,Petrol
3171,Tiago Revotorq,Tata,2001,459275,133183,Diesel
3172,City VX,Honda,2002,332711,132336,Diesel
3173,Jazz V,Honda,2005,677849,140128,CNG
3174,A4 2.0 TDI,Audi,2023,1848560,58717,Diesel
3175,City VX,Honda,2012,430212,17263,LPG
3176,Etios Liva,Toyota,2008,80195,28940,Diesel
3177,Lodgy 85 PS,Renault,2009,809820,122710,LPG
3178,Grand i10,Hyundai,2022,1950105,34563,LPG
3179,Kwid RXT,Renault,2007,617014,122195,Diesel
3180,S Class S350,Mercedes,2008,76010,83158,LPG
3181,Suzuki Swift,Maruti,2007,700884,102168,CNG
3182,Terrano XL,Nissan,2021,168880,145411,CNG
3183,Superb L&K,Skoda,2012,1324842,109688,CNG
3184,Verna 1.6,Hyundai,2019,462202,55989,Diesel
3185,Spark 1.0,Chevrolet,2009,604072,57446,CNG
3186,GLA Class 200,Mercedes,2014,1603512,131533,LPG
3187,X5 xDrive,BMW,2002,739812,104528,Diesel
3188,Spark 1.0,Chevrolet,2014,791369,23378,Diesel
3189,Corolla Altis,Toyota,2014,1467766,98606,Petrol
3191,Jazz V,Honda,2021,1297210,33366,Petrol
3192,Safari Dicor,Tata,2003,338282,26053,CNG
3193,S Class S350,Mercedes,2001,628750,30998,CNG
3194,Jazz V,Honda,2007,767880,26165,Petrol
3195,Micra XL,Nissan,2016,787014,147140,Diesel
3196,Suzuki Ertiga,Maruti,2000,379962,36693,LPG
3197,A6 2.0 TDI,Audi,2002,183393,16990,Diesel
3198,X1 sDrive,BMW,2022,729383,50894,Diesel
3199,A4 2.0 TDI,Audi,2009,687254,147618,CNG
3200,Ikon 1.3,Ford,2008,1148669,46535,LPG
3201,Polo Highline,Volkswagen,2019,1818847,31158,LPG
3202,S Class S350,Mercedes,2013,245660,10071,Diesel
3203,S Class S350,Mercedes,2004,463410,4201,LPG
3204,Jetta 2.0,Volkswagen,2016,1381990,123400,LPG
3205,i20 Asta,Hyundai,2003,603037,19418,CNG
3207,Octavia Classic,Skoda,2021,439063,12595,LPG
3208,S Class S350,Mercedes,2023,1333997,34482,Diesel
3209,Jetta 2.0,Volkswagen,2020,1324714,108335,Petrol
3210,Lodgy 85 PS,Renault,2005,678721,138130,Petrol
3211,S Class S350,Mercedes,2001,354942,85752,Diesel
3212,Sunny XV,Nissan,2007,778246,69314,CNG
3214,Yeti Plus,Skoda,2002,692018,77266,Diesel
3215,Sunny XV,Nissan,2005,360595,109105,Diesel
3216,Kwid RXT,Renault,2021,448658,81083,CNG
3217,3 Series 320d,BMW,2009,198311,138492,LPG
3218,KUV100,Mahindra,2014,1140986,51996,LPG
3219,Spark 1.0,Chevrolet,2009,1285442,54731,Diesel
3220,City VX,Honda,2016,1150322,99981,Petrol
3221,Fiesta EXI,Ford,2002,623707,101182,Diesel
3222,Superb L&K,Skoda,2007,678663,147520,LPG
3223,KUV100,Mahindra,2001,315044,138476,Diesel
3224,Micra XL,Nissan,2008,773558,102826,Petrol
3225,Polo Highline,Volkswagen,2022,1100913,99557,Petrol
3226,Octavia Classic,Skoda,2019,906281,66067,LPG
3228,C Class C220,Mercedes,2001,98286,40154,CNG
3229,Yeti Plus,Skoda,2018,222830,59009,Petrol
3230,3 Series 320d,BMW,2012,574035,108873,Petrol
3231,CR-V 2.4,Honda,2005,993661,113398,Diesel
3232,X5 xDrive,BMW,2012,1081020,19957,LPG
3233,Kwid RXT,Renault,2022,1534292,46086,Petrol
3234,Vento 1.5,Volkswagen,2016,360241,8499,Petrol
3235,Nexon XZ,Tata,2009,881547,80121,LPG
3236,Spark 1.0,Chevrolet,2021,1506163,31150,Petrol
3237,5 Series 520d,BMW,2012,574190,66699,LPG
3238,Polo Highline,Volkswagen,2022,1148386,69808,CNG
3239,Indica V2,Tata,2009,467013,88673,CNG
3240,i20 Asta,Hyundai,2023,808861,64722,CNG
3241,E Class E220,Mercedes,2000,577318,62708,LPG
3243,C Class C220,Mercedes,2017,300160,47249,LPG
3244,Terrano XL,Nissan,2019,455781,1280,LPG
3245,Suzuki Wagon R,Maruti,2008,451705,103474,CNG
3247,A4 2.0 TDI,Audi,2020,1806519,117302,CNG
3248,Suzuki Wagon R,Maruti,2002,508781,114333,Diesel
3249,CR-V 2.4,Honda,2023,2240798,108144,Diesel
3250,Micra XL,Nissan,2001,225598,23180,CNG
3251,City VX,Honda,2019,371881,5356,CNG
3252,Polo Highline,Volkswagen,2001,210945,76445,LPG
3253,Elantra,Hyundai,2006,476738,135487,LPG
3254,CR-V 2.4,Honda,2002,799979,21420,Diesel
3255,KUV100,Mahindra,2008,912547,6225,Diesel
3256,Civic 1.8V,Honda,2016,619125,148826,CNG
3257,Q3 2.0 TDI,Audi,2020,1169394,148244,CNG
3258,Superb L&K,Skoda,2008,1038480,36379,LPG
3259,GLA Class 200,Mercedes,2020,113599,40756,Diesel
3260,Sail 1.2,Chevrolet,2016,1787244,95496,Petrol
3261,Jazz V,Honda,2006,344688,68378,Diesel
3262,3 Series 320d,BMW,2012,1314329,42891,Diesel
3263,Elantra,Hyundai,2023,1052532,104137,Petrol
3264,Jetta 2.0,Volkswagen,2003,124171,107831,LPG
3265,Santro Xing,Hyundai,2017,1416243,76292,CNG
3266,Corolla Altis,Toyota,2017,1843408,96090,Petrol
3267,Fortuner 3.0,Toyota,2012,717325,75178,Petrol
3268,Micra XL,Nissan,2022,925208,56803,CNG
3269,Elantra,Hyundai,2019,1254608,112615,CNG
3270,Civic 1.8V,Honda,2002,715125,93457,LPG
3271,Captur RXL,Renault,2008,550739,149964,Diesel
3272,i20 Asta,Hyundai,2020,573103,52569,Petrol
3274,Captur RXL,Renault,2002,534765,17545,Diesel
3275,Kwid RXT,Renault,2016,1855326,22270,Diesel
3276,Yeti Plus,Skoda,2012,248759,72358,Petrol
3277,Indica V2,Tata,2017,1925624,132506,LPG
3278,Q3 2.0 TDI,Audi,2008,59995,53960,Petrol
3279,Suzuki Vitara Brezza,Maruti,2015,836558,95208,Diesel
3280,Kwid RXT,Renault,2010,1403683,111127,LPG
3281,Thar CRDe,Mahindra,2003,793262,101718,Petrol
3282,Santro Xing,Hyundai,2019,1633258,54771,Diesel
3283,Octavia Classic,Skoda,2010,938146,73664,LPG
3284,A6 2.0 TDI,Audi,2000,719966,60375,Petrol
3285,Verna 1.6,Hyundai,2020,1288219,11188,CNG
3286,City VX,Honda,2023,437776,24858,Petrol
3287,Sail 1.2,Chevrolet,2008,1016281,60069,Diesel
3288,Rapid 1.6,Skoda,2008,573534,115108,LPG
3289,Jazz V,Honda,2017,1163651,147989,Petrol
3290,Suzuki Vitara Brezza,Maruti,2012,1024801,12379,CNG
3291,3 Series 320d,BMW,2017,1061097,20662,Diesel
3292,Octavia Classic,Skoda,2002,731120,83251,LPG
3293,Fiesta EXI,Ford,2008,797426,113627,LPG
3294,Sunny XV,Nissan,2010,177006,127191,LPG
3295,Polo Highline,Volkswagen,2003,932047,101704,CNG
3296,Tiago Revotorq,Tata,2012,678160,72636,Petrol
3297,A3 35 TFSI,Audi,2003,242741,119505,Petrol
3298,Corolla Altis,Toyota,2009,1326029,100313,Petrol
3299,Etios Liva,Toyota,2008,320242,126823,Petrol
3300,Yeti Plus,Skoda,2007,1188680,95296,CNG
3301,Ikon 1.3,Ford,2019,1481608,58794,LPG
3303,Jazz V,Honda,2010,1097683,145403,Petrol
3305,E Class E220,Mercedes,2012,1331897,90494,Diesel
3306,3 Series 320d,BMW,2005,1106028,89059,CNG
3307,5 Series 520d,BMW,2001,395756,137063,LPG
3308,Captur RXL,Renault,2014,771165,15939,CNG
3309,Cruze VCDi,Chevrolet,2020,483284,68943,CNG
3310,C Class C220,Mercedes,2008,815932,69734,CNG
3311,Jazz V,Honda,2009,1201028,138249,CNG
3312,Kwid RXT,Renault,2010,613033,104404,CNG
3313,Spark 1.0,Chevrolet,2010,60500,79882,CNG
3314,Nexon XZ,Tata,2018,1851400,144507,Diesel
3315,Rapid 1.6,Skoda,2009,1280753,40218,Diesel
3316,Fortuner 3.0,Toyota,2017,505432,92376,Petrol
3317,Santro Xing,Hyundai,2023,1278530,99410,CNG
3319,Captur RXL,Renault,2018,2012014,77712,Petrol
3320,C Class C220,Mercedes,2018,672395,80724,Diesel
3321,Polo Highline,Volkswagen,2000,160773,127317,CNG
3322,Thar CRDe,Mahindra,2021,1868173,9956,Petrol
3323,Captur RXL,Renault,2006,688739,10551,Petrol
3325,X5 xDrive,BMW,2013,467820,123903,Petrol
3326,Duster 110 PS,Renault,2008,397243,56276,LPG
3327,Jetta 2.0,Volkswagen,2008,746924,14524,LPG
3328,Thar CRDe,Mahindra,2023,155679,53585,LPG
3329,Figo Aspire,Ford,2014,1408159,80795,LPG
3330,Etios Liva,Toyota,2002,744857,72135,CNG
3331,Duster 110 PS,Renault,2006,499258,51838,Petrol
3332,Figo Aspire,Ford,2000,96108,111957,LPG
3333,Elantra,Hyundai,2012,572800,132333,CNG
3334,Suzuki Vitara Brezza,Maruti,2021,792756,20441,CNG
3335,Nano GenX,Tata,2013,1251619,42014,Diesel
3336,A3 35 TFSI,Audi,2003,330913,149456,LPG
3337,Indica V2,Tata,2014,605239,29297,Diesel
3338,CR-V 2.4,Honda,2017,560038,125569,CNG
3339,Rapid 1.6,Skoda,2019,738579,940,Diesel
3340,Vento 1.5,Volkswagen,2016,425987,9242,Petrol
3341,Santro Xing,Hyundai,2015,1592888,48912,Diesel
3342,Tiago Revotorq,Tata,2015,1780426,91223,Petrol
3343,X1 sDrive,BMW,2007,994226,55485,Petrol
3344,CR-V 2.4,Honda,2015,207840,139268,CNG
3345,Harrier XZ,Tata,2011,316439,37824,Diesel
3346,A3 35 TFSI,Audi,2007,143145,124924,CNG
3348,Ikon 1.3,Ford,2023,862665,12182,CNG
3350,Sunny XV,Nissan,2013,1548172,90880,Diesel
3351,3 Series 320d,BMW,2006,526241,120393,Petrol
3352,Innova 2.5 V,Toyota,2003,932404,72720,Diesel
3353,A3 35 TFSI,Audi,2013,339182,329,CNG
3354,Ikon 1.3,Ford,2021,1502338,27429,LPG
3355,Jetta 2.0,Volkswagen,2005,685003,81721,LPG
3356,Thar CRDe,Mahindra,2022,1235263,41100,LPG
3357,Vento 1.5,Volkswagen,2005,951736,121054,LPG
3358,5 Series 520d,BMW,2015,355731,105117,Diesel
3360,Innova 2.5 V,Toyota,2018,1693351,109780,LPG
3361,Endeavour 3.2,Ford,2004,482279,114623,Petrol
3362,CR-V 2.4,Honda,2010,943042,140675,CNG
3363,Fortuner 3.0,Toyota,2002,789639,56528,Diesel
3364,GLA Class 200,Mercedes,2013,1658698,73318,Diesel
3365,City VX,Honda,2003,359860,71143,Diesel
3366,A6 2.0 TDI,Audi,2003,676345,31431,LPG
3367,Fiesta EXI,Ford,2023,1870463,1723,CNG
3369,Etios Liva,Toyota,2020,573058,89454,CNG
3370,Verna 1.6,Hyundai,2001,587866,127121,LPG
3371,Rapid 1.6,Skoda,2000,588053,133329,CNG
3372,CR-V 2.4,Honda,2017,731014,56190,LPG
3373,A3 35 TFSI,Audi,2020,1939469,43750,CNG
3374,Amaze SX,Honda,2009,263206,136736,Petrol
3375,Spark 1.0,Chevrolet,2017,648692,109080,CNG
3376,Endeavour 3.2,Ford,2000,732282,75881,LPG
3377,Suzuki Baleno,Maruti,2008,87274,141286,LPG
3378,Lodgy 85 PS,Renault,2012,316332,138072,CNG
3379,Tiago Revotorq,Tata,2001,403141,4410,Diesel
3380,Tiago Revotorq,Tata,2022,469747,132295,Diesel
3381,C Class C220,Mercedes,2009,348054,113079,Diesel
3382,XUV500 W8,Mahindra,2001,785902,102144,Petrol
3383,Harrier XZ,Tata,2020,521737,112406,Petrol
3384,Beat LS,Chevrolet,2019,1080820,149373,LPG
3385,Civic 1.8V,Honda,2004,440592,135131,Diesel
3386,Duster 110 PS,Renault,2018,2016572,89196,Diesel
3387,Fortuner 3.0,Toyota,2020,1224596,140403,LPG
3388,E Class E220,Mercedes,2014,1355458,42277,Petrol
3389,City VX,Honda,2008,1287368,14695,LPG
3390,CR-V 2.4,Honda,2020,1378676,149804,Petrol
3391,Cruze VCDi,Chevrolet,2023,1480389,37694,Diesel
3392,Verna 1.6,Hyundai,2020,2057005,37280,Diesel
3393,Suzuki Alto 800,Maruti,2013,157931,76852,Petrol
3394,E Class E220,Mercedes,2012,1065474,14495,CNG
3395,A3 35 TFSI,Audi,2010,1056983,77358,CNG
3396,Amaze SX,Honda,2011,212022,61768,CNG
3397,Creta 1.6,Hyundai,2021,1604177,124260,Petrol
3398,A6 2.0 TDI,Audi,2023,2317269,99391,Diesel
3399,Creta 1.6,Hyundai,2004,318645,80673,Petrol
3400,Octavia Classic,Skoda,2021,283442,58227,CNG
3401,KUV100,Mahindra,2004,509864,51545,Petrol
3402,A3 35 TFSI,Audi,2014,826362,143342,Petrol
3403,X1 sDrive,BMW,2011,160928,7444,LPG
3404,Etios Liva,Toyota,2015,1401173,102639,CNG
3405,Suzuki Baleno,Maruti,2012,1230837,77235,Diesel
3406,Corolla Altis,Toyota,2021,445029,118762,Petrol
3407,Jetta 2.0,Volkswagen,2014,978747,44003,Diesel
3408,Nexon XZ,Tata,2023,1087284,130941,CNG
3409,Polo Highline,Volkswagen,2017,1064543,99063,Diesel
3410,Yeti Plus,Skoda,2022,2333603,68485,CNG
3411,Polo Highline,Volkswagen,2008,1137166,117245,CNG
3412,Beat LS,Chevrolet,2012,352004,75495,Diesel
3413,Bolero Power,Mahindra,2017,1429267,49298,Petrol
3414,Lodgy 85 PS,Renault,2008,482024,95118,Petrol
3415,Endeavour 3.2,Ford,2011,1348536,111117,CNG
3416,A6 2.0 TDI,Audi,2020,1035838,29570,CNG
3417,Fiesta EXI,Ford,2021,503111,52697,Diesel
3418,GLA Class 200,Mercedes,2007,177730,78539,LPG
3419,Thar CRDe,Mahindra,2005,937492,30712,Petrol
3420,Santro Xing,Hyundai,2021,550849,75776,CNG
3421,Etios Liva,Toyota,2022,321546,64208,CNG
3422,Kwid RXT,Renault,2009,131032,105840,LPG
3423,Bolero Power,Mahindra,2010,220999,116871,LPG
3424,Tiago Revotorq,Tata,2000,350788,38497,LPG
3425,3 Series 320d,BMW,2012,126414,38984,LPG
3426,KUV100,Mahindra,2021,431843,140408,CNG
3427,Tiago Revotorq,Tata,2019,2108947,29334,Petrol
3428,Polo Highline,Volkswagen,2018,369269,138210,Petrol
3429,Scorpio S10,Mahindra,2003,241957,98346,Diesel
3430,Innova 2.5 V,Toyota,2019,1977806,111311,LPG
3431,Kwid RXT,Renault,2005,509263,114038,CNG
3432,Fiesta EXI,Ford,2017,738515,73156,CNG
3433,CR-V 2.4,Honda,2008,377994,39856,Diesel
3434,Safari Dicor,Tata,2014,665430,79437,Diesel
3435,Q3 2.0 TDI,Audi,2014,564103,131838,Petrol
3436,Thar CRDe,Mahindra,2017,876654,135543,CNG
3437,Yeti Plus,Skoda,2022,541746,32256,LPG
3438,Figo Aspire,Ford,2004,589133,103069,CNG
3439,E Class E220,Mercedes,2008,586480,50788,LPG
3440,Micra XL,Nissan,2008,1247800,27088,Petrol
3441,Nexon XZ,Tata,2022,2341438,135427,Diesel
3442,Yaris J,Toyota,2007,623794,137210,CNG
3443,A6 2.0 TDI,Audi,2015,668018,800,CNG
3444,Creta 1.6,Hyundai,2011,683261,56783,Diesel
3445,Cruze VCDi,Chevrolet,2003,174362,146332,LPG
3446,Sail 1.2,Chevrolet,2015,1591500,13366,Diesel
3447,Octavia Classic,Skoda,2002,744517,47994,Petrol
3448,C Class C220,Mercedes,2003,111081,134081,LPG
3449,E Class E220,Mercedes,2010,1072612,129565,Petrol
3450,Vento 1.5,Volkswagen,2001,710116,76727,LPG
3451,Kwid RXT,Renault,2018,1636969,60184,Petrol
3452,Kicks XL,Nissan,2008,182066,123892,LPG
3453,Jeep CL550,Mahindra,2003,694784,83392,Diesel
3454,Scorpio S10,Mahindra,2015,631353,12608,Diesel
3455,Q3 2.0 TDI,Audi,2017,1042233,36090,Diesel
3456,Ikon 1.3,Ford,2015,1154444,91637,Diesel
3457,C Class C220,Mercedes,2004,513040,70125,Petrol
3458,S Class S350,Mercedes,2011,1183972,36303,LPG
3459,Vento 1.5,Volkswagen,2014,585545,14574,Diesel
3460,i20 Asta,Hyundai,2018,239135,100474,CNG
3461,Vento 1.5,Volkswagen,2000,328623,107267,Diesel
3462,Sail 1.2,Chevrolet,2020,628400,50293,LPG
3463,Superb L&K,Skoda,2004,199257,141056,Diesel
3464,Suzuki Wagon R,Maruti,2016,394915,88564,CNG
3465,Q7 3.0 TDI,Audi,2011,743338,10119,Diesel
3466,Corolla Altis,Toyota,2011,626610,101118,CNG
3467,Tiago Revotorq,Tata,2002,81542,37971,CNG
3468,GLA Class 200,Mercedes,2023,2307371,14624,LPG
3469,Jetta 2.0,Volkswagen,2000,499292,39284,Diesel
3470,Sail 1.2,Chevrolet,2017,452498,93594,Petrol
3472,Endeavour 3.2,Ford,2022,305190,17137,Petrol
3473,Elantra,Hyundai,2003,259306,148468,Petrol
3474,Thar CRDe,Mahindra,2022,1853102,85492,Petrol
3475,Scorpio S10,Mahindra,2003,542474,67638,Diesel
3476,Grand i10,Hyundai,2020,1526068,82797,LPG
3477,X1 sDrive,BMW,2018,768753,71533,CNG
3478,Harrier XZ,Tata,2012,1240654,131747,Petrol
3479,A3 35 TFSI,Audi,2006,163434,108123,CNG
3480,Etios Liva,Toyota,2009,1118365,132720,Diesel
3481,Kicks XL,Nissan,2008,1018546,11981,CNG
3482,Fiesta EXI,Ford,2007,567647,135817,Petrol
3483,Octavia Classic,Skoda,2023,888990,31593,Petrol
3484,Kwid RXT,Renault,2015,1711171,49227,Diesel
3485,Nano GenX,Tata,2004,413578,128576,LPG
3486,Rapid 1.6,Skoda,2000,296474,1334,CNG
3487,S Class S350,Mercedes,2001,281678,4341,LPG
3488,Jazz V,Honda,2008,786821,5480,Diesel
3489,Micra XL,Nissan,2016,410547,137774,CNG
3490,Cruze VCDi,Chevrolet,2019,852354,23611,Diesel
3492,Elantra,Hyundai,2023,215549,113952,Diesel
3493,Nano GenX,Tata,2002,806604,136470,LPG
3494,Duster 110 PS,Renault,2009,1094456,38951,LPG
3495,EcoSport Titanium,Ford,2020,1520942,50988,LPG
3496,Vento 1.5,Volkswagen,2015,565027,143222,Diesel
3497,Jazz V,Honda,2023,1212192,10244,LPG
3498,C Class C220,Mercedes,2013,315601,36550,Petrol
3499,Q3 2.0 TDI,Audi,2009,559161,72666,Diesel
3500,CR-V 2.4,Honda,2010,583071,65638,Petrol
3501,Duster 110 PS,Renault,2001,626317,117138,Petrol
3502,Santro Xing,Hyundai,2018,608644,19630,LPG
3503,Scorpio S10,Mahindra,2000,356925,57203,Petrol
3504,GLA Class 200,Mercedes,2007,1182297,68315,Petrol
3505,3 Series 320d,BMW,2019,111877,133015,LPG
3506,Polo Highline,Volkswagen,2023,718848,31850,Petrol
3507,Thar CRDe,Mahindra,2014,664181,72359,LPG
3508,Jeep CL550,Mahindra,2017,1396687,125365,LPG
3509,Jeep CL550,Mahindra,2018,1336092,123789,Petrol
3510,Amaze SX,Honda,2016,1516441,148552,Diesel
3511,Fabia 1.2L,Skoda,2013,1128437,13376,Petrol
3512,CR-V 2.4,Honda,2011,623049,36896,Diesel
3513,Suzuki Alto 800,Maruti,2001,795793,71445,Diesel
3514,S Class S350,Mercedes,2004,784077,64689,LPG
3515,Q7 3.0 TDI,Audi,2004,437079,134715,CNG
3516,Q7 3.0 TDI,Audi,2006,888267,116770,Petrol
3517,Q7 3.0 TDI,Audi,2020,1672155,76413,CNG
3519,i20 Asta,Hyundai,2005,1066646,124561,Diesel
3520,3 Series 320d,BMW,2004,653144,5745,Diesel
3521,Q3 2.0 TDI,Audi,2006,1009454,114780,Diesel
3522,Thar CRDe,Mahindra,2011,453972,69189,Petrol
3523,Creta 1.6,Hyundai,2009,281566,27908,Petrol
3524,Jetta 2.0,Volkswagen,2016,142915,13285,CNG
3525,Figo Aspire,Ford,2021,1633289,120112,LPG
3526,Q7 3.0 TDI,Audi,2018,1349926,69436,CNG
3527,XUV500 W8,Mahindra,2005,524655,136387,Petrol
3528,Corolla Altis,Toyota,2003,679562,146929,CNG
3530,Spark 1.0,Chevrolet,2019,2005711,17752,LPG
3531,Suzuki Swift,Maruti,2014,1713990,95740,Diesel
3532,Yaris J,Toyota,2001,170593,120502,LPG
3533,Q3 2.0 TDI,Audi,2018,1681460,125797,LPG
3534,Figo Aspire,Ford,2012,289429,116188,Diesel
3535,Grand i10,Hyundai,2015,654598,41067,CNG
3536,Q3 2.0 TDI,Audi,2001,285929,67560,Diesel
3537,CR-V 2.4,Honda,2005,528522,72075,LPG
3538,Sunny XV,Nissan,2011,349463,13302,CNG
3539,Q3 2.0 TDI,Audi,2001,546290,62576,Diesel
3540,Terrano XL,Nissan,2021,2168975,4250,Petrol
3541,Nano GenX,Tata,2007,960600,23931,Petrol
3542,A3 35 TFSI,Audi,2015,1586512,66234,LPG
3543,Jazz V,Honda,2001,200515,83080,Petrol
3544,GLA Class 200,Mercedes,2009,577452,13123,CNG
3545,Thar CRDe,Mahindra,2010,1128008,110205,Petrol
3546,Yaris J,Toyota,2009,1123890,54786,CNG
3547,Nano GenX,Tata,2023,1911625,24547,Diesel
3548,Harrier XZ,Tata,2002,503143,145630,LPG
3549,Jeep CL550,Mahindra,2022,1772954,131759,Petrol
3550,Ikon 1.3,Ford,2020,2022228,29061,LPG
3552,Creta 1.6,Hyundai,2001,699441,16072,Diesel
3553,Suzuki Wagon R,Maruti,2017,1771548,133783,Petrol
3554,Jazz V,Honda,2003,232563,53109,LPG
3555,Creta 1.6,Hyundai,2006,904962,28935,Petrol
3556,Jetta 2.0,Volkswagen,2012,521414,12551,LPG
3557,A6 2.0 TDI,Audi,2023,1604366,26764,LPG
3558,Jetta 2.0,Volkswagen,2015,197432,105910,Petrol
3560,Yeti Plus,Skoda,2021,2155745,53339,LPG
3561,Jeep CL550,Mahindra,2018,1100024,114833,CNG
3562,Kicks XL,Nissan,2022,834272,114777,LPG
3564,Suzuki Ertiga,Maruti,2016,1158152,27064,Petrol
3565,Kicks XL,Nissan,2006,605695,143217,Diesel
3566,i20 Asta,Hyundai,2008,335006,2286,CNG
3567,Harrier XZ,Tata,2022,310731,23982,Diesel
3568,EcoSport Titanium,Ford,2001,181813,63834,LPG
3569,Grand i10,Hyundai,2015,1256205,109763,Diesel
3571,Indica V2,Tata,2015,336711,70561,LPG
3572,Civic 1.8V,Honda,2003,228732,147754,Diesel
3573,Spark 1.0,Chevrolet,2010,299196,77607,CNG
3574,A6 2.0 TDI,Audi,2015,746213,108587,Petrol
3575,Nexon XZ,Tata,2000,343655,133582,Petrol
3577,i20 Asta,Hyundai,2011,1148125,37252,Diesel
3578,Suzuki Ertiga,Maruti,2020,288016,90665,Diesel
3579,Amaze SX,Honda,2002,460401,145478,CNG
3580,Suzuki Baleno,Maruti,2008,1225609,125236,Diesel
3581,Creta 1.6,Hyundai,2013,260907,103030,Diesel
3583,Bolero Power,Mahindra,2004,815480,142250,Petrol
3584,Yeti Plus,Skoda,2016,1456747,64612,Petrol
3585,Kicks XL,Nissan,2010,883278,58267,CNG
3586,Micra XL,Nissan,2010,1172123,45764,Diesel
3587,Q3 2.0 TDI,Audi,2011,1111437,36123,Diesel
3588,Safari Dicor,Tata,2013,498949,67277,LPG
3589,Fortuner 3.0,Toyota,2003,473091,22747,Petrol
3590,Duster 110 PS,Renault,2020,1098316,113253,LPG
3591,Cruze VCDi,Chevrolet,2015,1099639,4295,Petrol
3592,Safari Dicor,Tata,2002,892941,42707,LPG
3593,Nano GenX,Tata,2002,657010,48047,Diesel
3595,Harrier XZ,Tata,2021,1691577,3039,Petrol
3596,Etios Liva,Toyota,2006,311469,139428,LPG
3598,Thar CRDe,Mahindra,2012,816629,13198,LPG
3599,Amaze SX,Honda,2007,283829,83902,Diesel
3600,Sunny XV,Nissan,2010,443210,87323,Diesel
3601,A6 2.0 TDI,Audi,2019,568433,147703,Petrol
3602,Yeti Plus,Skoda,2008,187463,34583,Diesel
3603,X5 xDrive,BMW,2022,645515,87017,Petrol
3604,Beat LS,Chevrolet,2007,427729,55856,LPG
3605,i20 Asta,Hyundai,2006,490055,148608,LPG
3606,X5 xDrive,BMW,2018,743718,54360,CNG
3607,A4 2.0 TDI,Audi,2005,900895,90139,LPG
3609,C Class C220,Mercedes,2011,482627,39752,CNG
3610,Q7 3.0 TDI,Audi,2013,1152593,18930,CNG
3611,Spark 1.0,Chevrolet,2003,504084,103962,Diesel
3612,City VX,Honda,2009,398545,50987,Petrol
3613,Fabia 1.2L,Skoda,2010,1463371,51944,LPG
3614,Sunny XV,Nissan,2014,96400,63784,Diesel
3615,Corolla Altis,Toyota,2007,547871,93993,CNG
3616,XUV500 W8,Mahindra,2003,544065,4650,CNG
3617,5 Series 520d,BMW,2019,1560283,131828,Diesel
3618,Indica V2,Tata,2014,1275573,140315,Diesel
3619,Kwid RXT,Renault,2012,639733,116907,Petrol
3620,Yaris J,Toyota,2005,651433,113322,Diesel
3621,Kwid RXT,Renault,2020,367570,52909,Petrol
3622,Suzuki Wagon R,Maruti,2007,744399,138460,Diesel
3623,Q7 3.0 TDI,Audi,2013,141977,40810,CNG
3625,Fortuner 3.0,Toyota,2001,578982,19333,Petrol
3626,Duster 110 PS,Renault,2009,510787,115711,Petrol
3627,C Class C220,Mercedes,2019,1929945,148966,Petrol
3628,Q3 2.0 TDI,Audi,2006,1074447,80938,Petrol
3629,Yeti Plus,Skoda,2021,227374,127735,Diesel
3630,Beat LS,Chevrolet,2009,325113,107621,Petrol
3631,Beat LS,Chevrolet,2015,1728140,38620,Petrol
3632,Fortuner 3.0,Toyota,2016,1576674,54728,Diesel
3633,Bolero Power,Mahindra,2005,466186,98803,CNG
3634,Etios Liva,Toyota,2018,461538,84802,Petrol
3635,3 Series 320d,BMW,2016,1715325,70384,Diesel
3636,Beat LS,Chevrolet,2022,1092443,50205,Diesel
3637,Q3 2.0 TDI,Audi,2002,349101,69015,CNG
3638,Harrier XZ,Tata,2018,546231,54673,CNG
3639,Sail 1.2,Chevrolet,2001,125835,149960,Petrol
3640,Suzuki Vitara Brezza,Maruti,2021,542317,66839,Petrol
3641,X5 xDrive,BMW,2012,792559,38445,CNG
3642,5 Series 520d,BMW,2011,143651,122859,Petrol
3643,Suzuki Vitara Brezza,Maruti,2003,704588,113680,Petrol
3644,Suzuki Alto 800,Maruti,2004,171107,59889,Diesel
3645,Fabia 1.2L,Skoda,2023,1191109,7099,LPG
